State,Year,SiteName,SiteID,TrapNum,TrapID,TrapType,Date,DateCode,Week,Julian,SampleID,SpeciesName,Count,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-07-27,20150727,31,208,ID_2015_S01_T01_20150727,Rhopalosiphum padi,2,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-03,20150803,32,215,ID_2015_S01_T01_20150803,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-03,20150803,32,215,ID_2015_S01_T01_20150803,Aphis fabae,1,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-03,20150803,32,215,ID_2015_S01_T01_20150803,Hyalopterus pruni,1,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-03,20150803,32,215,ID_2015_S01_T01_20150803,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-24,20150824,35,236,ID_2015_S01_T01_20150824,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,1,ID_2015_S01_T01,P,2015-08-24,20150824,35,236,ID_2015_S01_T01_20150824,Aphis asclepiadis,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-06-22,20150622,26,173,ID_2015_S01_T02_20150622,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-06-22,20150622,26,173,ID_2015_S01_T02_20150622,Pemphigus sp.,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-06-29,20150629,27,180,ID_2015_S01_T02_20150629,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-06-29,20150629,27,180,ID_2015_S01_T02_20150629,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-06-29,20150629,27,180,ID_2015_S01_T02_20150629,Pemphigus sp.,4,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-06,20150706,28,187,ID_2015_S01_T02_20150706,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-06,20150706,28,187,ID_2015_S01_T02_20150706,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-13,20150713,29,194,ID_2015_S01_T02_20150713,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-13,20150713,29,194,ID_2015_S01_T02_20150713,Capitophorus elaeagni,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-13,20150713,29,194,ID_2015_S01_T02_20150713,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-13,20150713,29,194,ID_2015_S01_T02_20150713,Rhopalosiphum padi,3,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-20,20150720,30,201,ID_2015_S01_T02_20150720,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-20,20150720,30,201,ID_2015_S01_T02_20150720,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-20,20150720,30,201,ID_2015_S01_T02_20150720,Pemphigus sp.,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-20,20150720,30,201,ID_2015_S01_T02_20150720,Rhopalosiphum padi,4,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-27,20150727,31,208,ID_2015_S01_T02_20150727,(UNK),1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-27,20150727,31,208,ID_2015_S01_T02_20150727,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-27,20150727,31,208,ID_2015_S01_T02_20150727,Aphis fabae,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-27,20150727,31,208,ID_2015_S01_T02_20150727,Capitophorus elaeagni,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-07-27,20150727,31,208,ID_2015_S01_T02_20150727,Hyalopterus pruni,1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-08-03,20150803,32,215,ID_2015_S01_T02_20150803,_dummy_,-1,,,,,,,,
ID,2015,S01,ID_2015_S01,2,ID_2015_S01_T02,P,2015-08-03,20150803,32,215,ID_2015_S01_T02_20150803,Hayhurstia atriplicis,25,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-22,20150622,26,173,ID_2015_S04_T01_20150622,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-22,20150622,26,173,ID_2015_S04_T01_20150622,Capitophorus elaeagni,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-22,20150622,26,173,ID_2015_S04_T01_20150622,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-22,20150622,26,173,ID_2015_S04_T01_20150622,Pemphigus sp.,23,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-22,20150622,26,173,ID_2015_S04_T01_20150622,Uroleucon sonchi,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-29,20150629,27,180,ID_2015_S04_T01_20150629,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-29,20150629,27,180,ID_2015_S04_T01_20150629,Capitophorus elaeagni,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-29,20150629,27,180,ID_2015_S04_T01_20150629,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-06-29,20150629,27,180,ID_2015_S04_T01_20150629,Pemphigus sp.,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,Aphis sp.,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,Capitophorus elaeagni,3,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,Metopolophium dirhodum,3,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,Pemphigus sp.,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-06,20150706,28,187,ID_2015_S04_T01_20150706,Rhopalosiphum padi,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Aphis craccivora,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Capitophorus elaeagni,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Hyperomyzus lactucae,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Metopolophium dirhodum,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Pemphigus sp.,2,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Rhopalosiphum padi,3,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-13,20150713,29,194,ID_2015_S04_T01_20150713,Sipha elegans,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-27,20150727,31,208,ID_2015_S04_T01_20150727,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-27,20150727,31,208,ID_2015_S04_T01_20150727,Hyalopterus pruni,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-07-27,20150727,31,208,ID_2015_S04_T01_20150727,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-08-31,20150831,36,243,ID_2015_S04_T01_20150831,(UNK),1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-08-31,20150831,36,243,ID_2015_S04_T01_20150831,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,1,ID_2015_S04_T01,P,2015-08-31,20150831,36,243,ID_2015_S04_T01_20150831,Protaphis middletonii,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,Aphis asclepiadis,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,Capitophorus elaeagni,3,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,Lipaphis pseudobrassicae,3,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,Pemphigus sp.,20,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-22,20150622,26,173,ID_2015_S04_T02_20150622,Tinocallis sp.,2,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-29,20150629,27,180,ID_2015_S04_T02_20150629,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-29,20150629,27,180,ID_2015_S04_T02_20150629,Pemphigus sp.,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-06-29,20150629,27,180,ID_2015_S04_T02_20150629,Rhopalosiphum padi,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-06,20150706,28,187,ID_2015_S04_T02_20150706,(UNK),1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-06,20150706,28,187,ID_2015_S04_T02_20150706,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-06,20150706,28,187,ID_2015_S04_T02_20150706,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-20,20150720,30,201,ID_2015_S04_T02_20150720,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-20,20150720,30,201,ID_2015_S04_T02_20150720,Anoecia cornicola,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-07-20,20150720,30,201,ID_2015_S04_T02_20150720,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-08-24,20150824,35,236,ID_2015_S04_T02_20150824,_dummy_,-1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-08-24,20150824,35,236,ID_2015_S04_T02_20150824,Acyrthosiphon sp.,1,,,,,,,,
ID,2015,S04,ID_2015_S04,2,ID_2015_S04_T02,P,2015-08-31,20150831,36,243,ID_2015_S04_T02_20150831,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-06,20150706,28,187,ID_2015_S06_T01_20150706,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-06,20150706,28,187,ID_2015_S06_T01_20150706,Rhopalosiphum padi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Aphis fabae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Aphis sp.,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Capitophorus elaeagni,2,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Hyalopterus pruni,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Hyperomyzus lactucae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Rhopalosiphum rufiabdominale,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-20,20150720,30,201,ID_2015_S06_T01_20150720,Uroleucon sonchi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-27,20150727,31,208,ID_2015_S06_T01_20150727,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-27,20150727,31,208,ID_2015_S06_T01_20150727,Aphis fabae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-27,20150727,31,208,ID_2015_S06_T01_20150727,Hyalopterus pruni,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-07-27,20150727,31,208,ID_2015_S06_T01_20150727,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-08-17,20150817,34,229,ID_2015_S06_T01_20150817,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,1,ID_2015_S06_T01,P,2015-08-17,20150817,34,229,ID_2015_S06_T01_20150817,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-22,20150622,26,173,ID_2015_S06_T02_20150622,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-22,20150622,26,173,ID_2015_S06_T02_20150622,Brachycaudus helichrysi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Brachycaudus cardui,9,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Capitophorus elaeagni,11,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Hayhurstia atriplicis,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Lipaphis pseudobrassicae,16,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Metopolophium dirhodum,5,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-06-29,20150629,27,180,ID_2015_S06_T02_20150629,Pemphigus sp.,4,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-06,20150706,28,187,ID_2015_S06_T02_20150706,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-06,20150706,28,187,ID_2015_S06_T02_20150706,Pemphigus sp.,2,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-13,20150713,29,194,ID_2015_S06_T02_20150713,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-13,20150713,29,194,ID_2015_S06_T02_20150713,Rhopalosiphum padi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-20,20150720,30,201,ID_2015_S06_T02_20150720,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-20,20150720,30,201,ID_2015_S06_T02_20150720,Capitophorus elaeagni,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-20,20150720,30,201,ID_2015_S06_T02_20150720,Lipaphis pseudobrassicae,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Aphis asclepiadis,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Capitophorus elaeagni,3,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Capitophorus hippophaes,3,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Hayhurstia atriplicis,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Hyalopterus pruni,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Lipaphis pseudobrassicae,74,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Metopolophium dirhodum,4,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Rhopalosiphum padi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-07-27,20150727,31,208,ID_2015_S06_T02_20150727,Uroleucon sonchi,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-03,20150803,32,215,ID_2015_S06_T02_20150803,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-03,20150803,32,215,ID_2015_S06_T02_20150803,Lipaphis pseudobrassicae,5,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-10,20150810,33,222,ID_2015_S06_T02_20150810,_dummy_,-1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-10,20150810,33,222,ID_2015_S06_T02_20150810,Capitophorus hippophaes,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-10,20150810,33,222,ID_2015_S06_T02_20150810,Hayhurstia atriplicis,1,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-10,20150810,33,222,ID_2015_S06_T02_20150810,Lipaphis pseudobrassicae,2,,,,,,,,
ID,2015,S06,ID_2015_S06,2,ID_2015_S06_T02,P,2015-08-10,20150810,33,222,ID_2015_S06_T02_20150810,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-22,20150622,26,173,ID_2015_S09_T01_20150622,_dummy_,-1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-22,20150622,26,173,ID_2015_S09_T01_20150622,Pemphigus sp.,1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-29,20150629,27,180,ID_2015_S09_T01_20150629,_dummy_,-1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-29,20150629,27,180,ID_2015_S09_T01_20150629,Capitophorus elaeagni,2,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-29,20150629,27,180,ID_2015_S09_T01_20150629,Metopolophium dirhodum,1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-06-29,20150629,27,180,ID_2015_S09_T01_20150629,Pemphigus sp.,2,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-13,20150713,29,194,ID_2015_S09_T01_20150713,_dummy_,-1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-13,20150713,29,194,ID_2015_S09_T01_20150713,Brachycaudus cardui,2,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-13,20150713,29,194,ID_2015_S09_T01_20150713,Metopolophium dirhodum,2,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-13,20150713,29,194,ID_2015_S09_T01_20150713,Pemphigus sp.,1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-20,20150720,30,201,ID_2015_S09_T01_20150720,_dummy_,-1,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-20,20150720,30,201,ID_2015_S09_T01_20150720,Brachycaudus cardui,3,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-20,20150720,30,201,ID_2015_S09_T01_20150720,Capitophorus elaeagni,17,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-20,20150720,30,201,ID_2015_S09_T01_20150720,Hayhurstia atriplicis,2,,,,,,,,
ID,2015,S09,ID_2015_S09,1,ID_2015_S09_T01,P,2015-07-20,20150720,30,201,ID_2015_S09_T01_20150720,Hyperomyzus lactucae,1,,,,,,,,
